global	function	access
DAT_8009B45C	800914a8	read_write
DAT_8009B460	800914a8	read_write
DAT_8009B464	800914a8	read_write
DAT_8009B468	800914a8	read_write
DAT_8009B46C	800914a8	read_write
DAT_8009B470	800914a8	read_write
DAT_8009B474	800914a8	read_write
DAT_8009B478	800914a8	read_write
DAT_8009B47C	800914a8	read_write
DAT_8009B480	800914a8	read_write
DAT_8009B488	800917f8	read
DAT_8009C176	80025178	read
DAT_8009C2A0	800128cc	read
DAT_8009C2A4	800128cc	read
DAT_8009C2B0	8001d5d0	read
DAT_8009C2B0	8002367c	read
DAT_8009C2B0	80023dc4	read
DAT_8009C2B9	8001f030	read
DAT_8009C2BC	80020eb0	read_write
DAT_8009C2C0	800223b0	read_write
DAT_8009C2C0	800226d4	write
DAT_8009C2C4	800223b0	read
DAT_8009C2C4	800226d4	read
DAT_8009C2C5	800223b0	read_write
DAT_8009C2C5	800226d4	read
DAT_8009C2C6	800223b0	read_write
DAT_8009C2DC	800304d0	read
DAT_8009C2E0	800304d0	read
DAT_8009C2E4	800304d0	read
DAT_8009C2E4	80031388	read
DAT_8009C2E8	800304d0	read
DAT_8009C2EC	8003d040	read_write
DAT_8009C2EC	8003d0e0	read
DAT_8009C2EC	8003d194	read
DAT_8009C2EC	8003d340	read_write
DAT_8009C2F8	800403d0	read
DAT_8009C2F8	80042c1c	read
DAT_8009C2FA	8002847c	read
DAT_8009C2FA	80033ed0	read
DAT_8009C2FA	800388ac	read
DAT_8009C2FA	8003d638	read
DAT_8009C2FA	80042c48	read
DAT_8009C2FE	80042c6c	read
DAT_8009C300	80044ac4	read
DAT_8009C304	8004c04c	read
DAT_8009C30C	8004dbb4	read_write
DAT_8009C30C	8004f080	read
DAT_8009C30C	8004f92c	write
DAT_8009C30C	8004faf4	write
DAT_8009C30C	8004fb24	read
DAT_8009C30C	8004fb40	read
DAT_8009C310	8004dbb4	read_write
DAT_8009C310	8004ec04	read
DAT_8009C310	8004f92c	read_write
DAT_8009C310	8004faf4	write
DAT_8009C310	8004fb18	write
DAT_8009C310	8004fb24	read
DAT_8009C311	8004dbb4	read_write
DAT_8009C311	8004f92c	write
DAT_8009C311	8004faf4	write
DAT_8009C312	8004d9a4	read_write
DAT_8009C312	8004dbb4	write
DAT_8009C312	8004f598	write
DAT_8009C312	8004f724	read_write
DAT_8009C312	8004f7c0	read_write
DAT_8009C312	8004f92c	write
DAT_8009C312	8004faf4	write
DAT_8009C313	8004d9a4	read
DAT_8009C313	8004dbb4	read
DAT_8009C313	8004f184	read
DAT_8009C313	8004f190	write
DAT_8009C313	8004f28c	read
DAT_8009C313	8004f3c8	read
DAT_8009C313	8004f598	read
DAT_8009C313	8004f5d8	read
DAT_8009C313	8004f724	read
DAT_8009C313	8004f7c0	read
DAT_8009C313	8004f92c	write
DAT_8009C313	8004faf4	write
DAT_8009C314	8004d9a4	read
DAT_8009C314	8004dbb4	read
DAT_8009C314	8004f19c	read
DAT_8009C314	8004f1a8	write
DAT_8009C314	8004f28c	read
DAT_8009C314	8004f3c8	read
DAT_8009C314	8004f598	read
DAT_8009C314	8004f5d8	read
DAT_8009C314	8004f724	read
DAT_8009C314	8004f7c0	read
DAT_8009C314	8004f92c	write
DAT_8009C314	8004faf4	write
DAT_8009C31C	8005622c	read
DAT_8009C31E	80050f78	read
DAT_8009C31E	80051904	read_write
DAT_8009C31E	8005622c	write
DAT_8009C320	80050f78	read
DAT_8009C320	80051904	write
DAT_8009C320	8005622c	write
DAT_8009C322	8005721c	read_write
DAT_8009C322	8005cbe8	write
DAT_8009C324	800563b0	write
DAT_8009C324	80056540	write
DAT_8009C324	80058b4c	write
DAT_8009C324	8005cd2c	write
DAT_8009C324	8005cda4	write
DAT_8009C324	8005cdec	write
DAT_8009C326	80051c54	read
DAT_8009C326	8005cd20	write
DAT_8009C328	800544a4	read_write
DAT_8009C328	80055e94	write
DAT_8009C328	8005d290	write
DAT_8009C329	800544a4	write
DAT_8009C329	80054b9c	read
DAT_8009C329	8005d290	write
DAT_8009C32A	80051c54	read_write
DAT_8009C32A	80052f80	read_write
DAT_8009C32A	80053924	read_write
DAT_8009C32A	80056540	write
DAT_8009C32A	80056620	read_write
DAT_8009C32A	8005cd2c	write
DAT_8009C32A	8005cd90	write
DAT_8009C32A	8005cda4	write
DAT_8009C32A	8005cdd8	write
DAT_8009C32B	80055a14	write
DAT_8009C32B	80056540	write
DAT_8009C32B	8005721c	read_write
DAT_8009C32C	80055a14	write
DAT_8009C32C	80056540	write
DAT_8009C32C	8005721c	read
DAT_8009C330	80051c54	write
DAT_8009C330	80052f80	write
DAT_8009C330	80058b4c	write
DAT_8009C330	800599a0	write
DAT_8009C330	8005bed4	read
DAT_8009C331	80056620	read_write
DAT_8009C332	80012d60	read_write
DAT_8009C332	8005d9cc	read
DAT_8009C333	80012cb8	write
DAT_8009C333	8005bf24	read
DAT_8009C334	80012cb8	write
DAT_8009C334	8005cbf4	write
DAT_8009C337	80053924	read_write
DAT_8009C33C	8005721c	write
DAT_8009C340	8005721c	write
DAT_8009C344	8004cf9c	read
DAT_8009C344	8005721c	write
DAT_8009C348	8004d260	read
DAT_8009C348	8005721c	write
DAT_8009C34C	8005721c	write
DAT_8009C350	8005721c	write
DAT_8009C354	8005721c	write
DAT_8009C358	8005721c	write
DAT_8009C35C	8005721c	write
DAT_8009C360	8005721c	write
DAT_8009C364	8005721c	write
DAT_8009C368	8004cf9c	read
DAT_8009C368	8004d260	read
DAT_8009C368	8005721c	write
DAT_8009C36C	8004cf9c	read
DAT_8009C36C	8004d260	read
DAT_8009C36C	8005721c	write
DAT_8009C370	8004cf9c	read
DAT_8009C370	8004d260	read
DAT_8009C370	8005721c	write
DAT_8009C374	8004cf9c	read
DAT_8009C374	8004d260	read
DAT_8009C374	8005721c	read_write
DAT_8009C378	8005721c	read_write
DAT_8009C379	80051c54	read_write
DAT_8009C37C	80051c54	read
DAT_8009C380	80051c54	read
DAT_8009C38C	80052f80	read
DAT_8009C390	80052f80	read
DAT_8009C394	80053924	read_write
DAT_8009C395	80053924	read_write
DAT_8009C396	80056620	read_write
DAT_8009C398	80056620	read_write
DAT_8009C3AC	80056620	read
DAT_8009C3B4	80056620	read
DAT_8009C3BC	80056620	read
DAT_8009C3D0	80058b4c	read
DAT_8009C3E8	80069d90	read_write
DAT_8009C3E8	8006a07c	read_write
DAT_8009C3E8	8006a354	read_write
DAT_8009C3E8	8006a4d8	read
DAT_8009C3E9	80069d90	write
DAT_8009C3E9	8006a07c	read
DAT_8009C3EA	8006a354	write
DAT_8009C3EA	8006aad0	write
DAT_8009C3EB	80069d90	write
DAT_8009C3EB	8006a07c	write
DAT_8009C3EB	8006a354	write
DAT_8009C3EB	8006a4d8	read_write
DAT_8009C3EC	80069d90	write
DAT_8009C3EC	8006a354	read
DAT_8009C3EC	8006a4d8	write
DAT_8009C3EC	8006aac0	write
DAT_8009C3ED	80069d90	write
DAT_8009C3ED	8006a354	read_write
DAT_8009C3EE	80069d90	write
DAT_8009C3EE	8006a354	read
DAT_8009C3EE	8006a4d8	read_write
DAT_8009C3EF	80069d90	write
DAT_8009C3EF	8006a354	read
DAT_8009C3F0	80069d90	read_write
DAT_8009C3F0	8006a4d8	read_write
DAT_8009C3F4	80069d90	read_write
DAT_8009C3F4	8006a4d8	read
DAT_8009C3F8	80069d90	write
DAT_8009C3F8	8006a4d8	read
DAT_8009C3FC	8006b350	read
DAT_8009C400	8006b350	read
DAT_8009C408	800128cc	read_write
DAT_8009C410	80012f70	read_write
DAT_8009C414	80012a44	write
DAT_8009C414	80012d60	read_write
DAT_8009C41C	80012a44	write
DAT_8009C41C	8003d208	read
DAT_8009C41C	8003d2c0	write
DAT_8009C420	80012f70	read_write
DAT_8009C424	80012a44	write
DAT_8009C424	80012cb8	read
DAT_8009C424	8002847c	write
DAT_8009C424	8002ae34	write
DAT_8009C424	8002cf60	write
DAT_8009C424	8002d2b4	write
DAT_8009C424	8002d354	write
DAT_8009C424	8002dbe0	write
DAT_8009C424	801820c0	write
DAT_8009C425	80012a44	write
DAT_8009C428	80012a44	write
DAT_8009C428	80012cb8	read_write
DAT_8009C428	8003cea4	write
DAT_8009C42C	80012a44	write
DAT_8009C42C	80012cb8	read_write
DAT_8009C42C	80020cb0	read
DAT_8009C42C	800379f0	read
DAT_8009C430	80012d60	read
DAT_8009C430	80013058	write
DAT_8009C431	80013058	write
DAT_8009C432	80013058	write
DAT_8009C433	80013058	write
DAT_8009C433	8002d0bc	write
DAT_8009C433	8002d4ac	write
DAT_8009C434	80012d60	read
DAT_8009C434	80013058	write
DAT_8009C435	80012a44	write
DAT_8009C435	8002d62c	write
DAT_8009C435	8003faf8	write
DAT_8009C438	80012f70	read
DAT_8009C43C	80012a44	write
DAT_8009C43C	80012cb8	read_write
DAT_8009C43C	800150f4	read
DAT_8009C43C	8001522c	read
DAT_8009C43C	80039ac4	read
DAT_8009C43C	80039ba8	read
DAT_8009C43C	8003ae74	read
DAT_8009C43C	8003afd8	read
DAT_8009C43C	8003b0fc	read
DAT_8009C43C	8003b3e4	read
DAT_8009C43C	8003cea4	read
DAT_8009C43C	80042090	read
DAT_8009C43C	80180390	read
DAT_8009C440	80012a44	write
DAT_8009C440	80012cb8	read
DAT_8009C440	80012d60	read
DAT_8009C440	80043e3c	write
DAT_8009C444	80012a44	write
DAT_8009C444	800340e8	read
DAT_8009C44A	80012d60	write
DAT_8009C44A	80013058	write
DAT_8009C44B	80012a44	write
DAT_8009C44B	800170c4	read
DAT_8009C44B	80020eb0	read_write
DAT_8009C44B	80028aa0	read
DAT_8009C44B	80029354	read
DAT_8009C44B	8002be90	read
DAT_8009C44B	8002e11c	write
DAT_8009C44B	8002f898	read
DAT_8009C44B	80032558	read
DAT_8009C44B	8003c90c	read
DAT_8009C44B	8003cae0	read
DAT_8009C44B	80043e3c	read_write
DAT_8009C44B	8006b560	read
DAT_8009C44C	80012f70	read
DAT_8009C450	80012f70	read
DAT_8009C450	800133d0	write
DAT_8009C454	80012a44	write
DAT_8009C454	80012cb8	read_write
DAT_8009C454	80039770	read
DAT_8009C455	80012d60	write
DAT_8009C455	800193dc	write
DAT_8009C455	8002e9c0	write
DAT_8009C456	80012d60	read
DAT_8009C456	80013058	write
DAT_8009C458	80013600	write
DAT_8009C460	80013700	read
DAT_8009C460	800137b4	write
DAT_8009C460	800139b0	read_write
DAT_8009C460	80013a84	read_write
DAT_8009C460	80013b44	read_write
DAT_8009C460	80013fbc	read_write
DAT_8009C460	80014050	read_write
DAT_8009C460	800140c4	read_write
DAT_8009C460	8001413c	read_write
DAT_8009C460	800141b0	read_write
DAT_8009C460	80014224	read_write
DAT_8009C460	800142ac	read_write
DAT_8009C460	800142f8	write
DAT_8009C460	800143d4	read_write
DAT_8009C460	80014478	read_write
DAT_8009C460	80014978	read
DAT_8009C460	80014a4c	read_write
DAT_8009C460	80014b5c	read_write
DAT_8009C460	80014d38	read_write
DAT_8009C460	80014e08	read
DAT_8009C460	80014ec0	read
DAT_8009C460	80014f54	read
DAT_8009C460	80014f94	read_write
DAT_8009C460	800170c4	read_write
DAT_8009C460	80019598	read
DAT_8009C460	80020b44	read_write
DAT_8009C460	80020eb0	read
DAT_8009C460	800247f0	write
DAT_8009C460	80024f14	read
DAT_8009C460	800262dc	read
DAT_8009C460	8002847c	read
DAT_8009C460	80028aa0	read_write
DAT_8009C460	800292dc	write
DAT_8009C460	8002ae34	read
DAT_8009C460	8002be90	read_write
DAT_8009C460	8002e11c	write
DAT_8009C460	8002e70c	read
DAT_8009C460	8002e9c0	read
DAT_8009C460	8002ef08	read
DAT_8009C460	8002f724	read_write
DAT_8009C460	8002f898	read
DAT_8009C460	8002fdc8	read_write
DAT_8009C460	80032558	read_write
DAT_8009C460	80035e4c	read_write
DAT_8009C460	80035eb0	read_write
DAT_8009C460	8003a3ac	read_write
DAT_8009C460	8003a8f0	read_write
DAT_8009C460	8003baf4	read_write
DAT_8009C460	8003bd0c	read_write
DAT_8009C460	8003c010	read_write
DAT_8009C460	8003c200	read_write
DAT_8009C460	8003c424	read_write
DAT_8009C460	8003c5c4	read_write
DAT_8009C460	8003c76c	read_write
DAT_8009C460	8003c96c	read_write
DAT_8009C460	80043658	read_write
DAT_8009C460	800438d4	read_write
DAT_8009C460	80043cd4	read
DAT_8009C460	80043e3c	read
DAT_8009C460	80052f80	read
DAT_8009C460	800536d8	read
DAT_8009C460	80056620	read
DAT_8009C460	8005967c	write
DAT_8009C460	80059ef4	read_write
DAT_8009C460	8005a6c0	read_write
DAT_8009C460	8005a92c	read_write
DAT_8009C460	8006b350	read_write
DAT_8009C464	8001413c	write
DAT_8009C464	800141b0	write
DAT_8009C464	80014224	write
DAT_8009C464	80014478	read_write
DAT_8009C468	800141b0	read
DAT_8009C468	80014478	read_write
DAT_8009C469	80014478	write
DAT_8009C46C	800137b4	write
DAT_8009C470	80014a4c	read_write
DAT_8009C470	80045918	write
DAT_8009C474	800137b4	write
DAT_8009C478	80013b44	read_write
DAT_8009C478	80013fbc	write
DAT_8009C47C	800137b4	write
DAT_8009C47C	800142f8	read_write
DAT_8009C47C	80014478	read_write
DAT_8009C47C	80014b5c	read_write
DAT_8009C47C	80014f2c	read_write
DAT_8009C47C	80025850	read
DAT_8009C480	800137b4	write
DAT_8009C480	80013fbc	read_write
DAT_8009C480	80014050	read_write
DAT_8009C480	800140c4	read_write
DAT_8009C480	8001413c	read_write
DAT_8009C480	800141b0	read_write
DAT_8009C480	80014224	read_write
DAT_8009C484	80013700	read
DAT_8009C484	800137b4	write
DAT_8009C484	800143d4	read_write
DAT_8009C484	80014978	read_write
DAT_8009C484	80014d38	read
DAT_8009C484	80014e08	read
DAT_8009C484	80014ec0	read_write
DAT_8009C484	80019598	write
DAT_8009C484	80020eb0	write
DAT_8009C484	80024f14	write
DAT_8009C484	800262dc	write
DAT_8009C484	8002847c	write
DAT_8009C484	8002ae34	write
DAT_8009C484	8002e70c	write
DAT_8009C484	8002e9c0	write
DAT_8009C484	8002ef08	read
DAT_8009C484	8002f898	write
DAT_8009C484	8003a8f0	write
DAT_8009C484	80043cd4	write
DAT_8009C484	80043e3c	read
DAT_8009C484	80052f80	write
DAT_8009C484	800536d8	read_write
DAT_8009C484	80056620	write
DAT_8009C488	800137b4	write
DAT_8009C488	80014478	read
DAT_8009C488	80046c24	write
DAT_8009C48C	800137b4	write
DAT_8009C490	800137b4	write
DAT_8009C490	80014978	write
DAT_8009C494	800137b4	write
DAT_8009C494	80014978	write
DAT_8009C498	80014478	read_write
DAT_8009C49C	800137b4	write
DAT_8009C49C	80014478	read
DAT_8009C49C	80046c24	write
DAT_8009C4A0	800137b4	write
DAT_8009C4A4	80013b44	read_write
DAT_8009C4A8	80013600	write
DAT_8009C4A8	800137b4	write
DAT_8009C4A8	80014d38	read_write
DAT_8009C4A8	80014e08	read_write
DAT_8009C4AC	80013b44	read_write
DAT_8009C4AC	80013fbc	write
DAT_8009C4B0	800137b4	write
DAT_8009C4B0	80014a4c	read
DAT_8009C4B0	800170c4	read
DAT_8009C4B0	80020b44	read
DAT_8009C4B0	80028aa0	read
DAT_8009C4B0	8002be90	read
DAT_8009C4B0	8002f724	read
DAT_8009C4B0	8002fdc8	read
DAT_8009C4B0	80032558	read
DAT_8009C4B0	8003a3ac	read
DAT_8009C4B0	8003baf4	read
DAT_8009C4B0	8003bd0c	read
DAT_8009C4B0	8003c010	read
DAT_8009C4B0	8003c200	read
DAT_8009C4B0	8003c424	read
DAT_8009C4B0	8003c5c4	read
DAT_8009C4B0	8003c76c	read
DAT_8009C4B0	8003c96c	read
DAT_8009C4B0	80043658	read
DAT_8009C4B0	800438d4	read
DAT_8009C4B0	80059ef4	read
DAT_8009C4B0	8005a6c0	read
DAT_8009C4B0	8005a92c	read
DAT_8009C4B0	8006b350	read
DAT_8009C4B4	80013fbc	read
DAT_8009C4B4	80014050	read
DAT_8009C4B4	80014224	read
DAT_8009C4B4	80014478	read
DAT_8009C4B8	80012d60	read
DAT_8009C4B8	8001522c	read_write
DAT_8009C4B8	80015400	read
DAT_8009C4B8	8001569c	read_write
DAT_8009C4B8	80015c18	write
DAT_8009C4B8	80015c28	write
DAT_8009C4B9	80012d60	read
DAT_8009C4B9	80013058	write
DAT_8009C4B9	8001522c	write
DAT_8009C4B9	800155f8	write
DAT_8009C4B9	80015648	write
DAT_8009C4B9	80035eb0	write
DAT_8009C4B9	80044084	write
DAT_8009C4B9	80069d90	read
DAT_8009C4B9	8006a07c	read
DAT_8009C4BA	80012d60	read
DAT_8009C4BA	80013058	write
DAT_8009C4BA	8001522c	write
DAT_8009C4BA	800155f8	write
DAT_8009C4BA	80015648	write
DAT_8009C4BA	80035eb0	write
DAT_8009C4BA	80044084	write
DAT_8009C4BA	80069d90	read
DAT_8009C4BA	8006a07c	read
DAT_8009C4BB	80012d60	read
DAT_8009C4BB	80013058	write
DAT_8009C4BB	8001522c	write
DAT_8009C4BB	800155f8	write
DAT_8009C4BB	80015648	write
DAT_8009C4BB	80035eb0	write
DAT_8009C4BB	80044084	write
DAT_8009C4BB	80069d90	read
DAT_8009C4BB	8006a07c	read
DAT_8009C4BC	80013058	write
DAT_8009C4BC	8001522c	read
DAT_8009C4BC	80015648	write
DAT_8009C4BC	8001578c	write
DAT_8009C4BD	80013058	write
DAT_8009C4BD	8001522c	read
DAT_8009C4BD	80015648	write
DAT_8009C4BD	8001578c	write
DAT_8009C4BE	80013058	write
DAT_8009C4BE	8001522c	read
DAT_8009C4BE	80015648	write
DAT_8009C4BE	8001578c	write
DAT_8009C4C0	800219ac	write
DAT_8009C4C0	8002a7f0	write
DAT_8009C4C0	8002ae34	read
DAT_8009C4C0	8002c1ac	write
DAT_8009C4C0	8002e70c	write
DAT_8009C4C0	8002e9c0	write
DAT_8009C4C0	8002eca0	read_write
DAT_8009C4C0	8002ff64	write
DAT_8009C4C0	80031b58	read
DAT_8009C4C0	80032824	write
DAT_8009C4C0	80033de4	read_write
DAT_8009C4C0	80036298	read
DAT_8009C4C0	800379f0	read_write
DAT_8009C4C0	800408bc	read
DAT_8009C4C0	80040c04	read
DAT_8009C4C0	8004110c	read
DAT_8009C4C0	8004139c	read
DAT_8009C4C0	800418c0	read
DAT_8009C4C0	8006b080	write
DAT_8009C4C2	800219ac	write
DAT_8009C4C2	8002a7f0	read_write
DAT_8009C4C2	8002ae34	read
DAT_8009C4C2	8002c1ac	write
DAT_8009C4C2	8002e70c	write
DAT_8009C4C2	8002e9c0	write
DAT_8009C4C2	8002eca0	read_write
DAT_8009C4C2	8002ff64	write
DAT_8009C4C2	80031b58	read
DAT_8009C4C2	80032824	write
DAT_8009C4C2	80036298	read
DAT_8009C4C2	800379f0	read_write
DAT_8009C4C2	800408bc	read
DAT_8009C4C2	80040c04	read
DAT_8009C4C2	8004110c	read
DAT_8009C4C2	8004139c	read
DAT_8009C4C2	800418c0	read
DAT_8009C4C2	8006b080	write
DAT_8009C4C4	8001522c	write
DAT_8009C4C4	80015400	read_write
DAT_8009C4C4	8002847c	write
DAT_8009C4C4	80033ed0	write
DAT_8009C4C4	800388ac	write
DAT_8009C4C5	800150cc	write
DAT_8009C4C5	8001522c	write
DAT_8009C4C5	800155f8	write
DAT_8009C4C5	80015648	read
DAT_8009C4C5	80015738	write
DAT_8009C4C5	8001578c	read
DAT_8009C4C5	8002e9c0	write
DAT_8009C4CA	80022e50	write
DAT_8009C4CA	8002367c	read
DAT_8009C4CC	8001798c	write
DAT_8009C4CC	80022e50	write
DAT_8009C4CC	8002367c	read_write
DAT_8009C4D0	80025fec	read
DAT_8009C4DC	80022e50	write
DAT_8009C4DC	8002367c	read
DAT_8009C4E4	800256ac	read_write
DAT_8009C4E4	80025a1c	read_write
DAT_8009C4E4	80025de0	read_write
DAT_8009C4E4	80026180	read_write
DAT_8009C4E4	80026384	read_write
DAT_8009C4E8	8001798c	write
DAT_8009C4E8	80020eb0	read
DAT_8009C4E8	80024f14	read
DAT_8009C4EC	8001d5d0	read_write
DAT_8009C4F0	8001d5d0	read_write
DAT_8009C4F8	8001798c	write
DAT_8009C4F8	800219ac	read
DAT_8009C4FC	8001798c	write
DAT_8009C500	80017544	write
DAT_8009C500	8001798c	write
DAT_8009C500	80017d44	read
DAT_8009C500	80017f94	read
DAT_8009C500	80018c88	read
DAT_8009C500	80019598	read
DAT_8009C500	8001ba64	read
DAT_8009C500	8001d5d0	read
DAT_8009C500	80023200	read
DAT_8009C500	80024f14	read
DAT_8009C500	80025178	read
DAT_8009C500	80027a44	read
DAT_8009C504	80015d18	write
DAT_8009C504	80016d8c	read_write
DAT_8009C504	80017544	read
DAT_8009C504	8001798c	read_write
DAT_8009C504	80019c58	write
DAT_8009C504	8001b100	read
DAT_8009C504	8001b8ac	read
DAT_8009C504	8001ba64	read
DAT_8009C504	8001d5d0	read
DAT_8009C504	8001f030	read
DAT_8009C504	8001f2c4	read
DAT_8009C504	80022730	write
DAT_8009C504	80022ab0	read_write
DAT_8009C504	80022fa8	read
DAT_8009C504	8002314c	read
DAT_8009C504	80023200	read
DAT_8009C504	80023548	read
DAT_8009C504	800235a0	read
DAT_8009C504	8002367c	read
DAT_8009C504	80023dc4	read
DAT_8009C504	8002416c	read
DAT_8009C504	80024444	read
DAT_8009C504	800250d8	read
DAT_8009C504	8002543c	read
DAT_8009C504	800256ac	read
DAT_8009C504	80025a1c	read
DAT_8009C504	80025c9c	read
DAT_8009C504	80025de0	read
DAT_8009C504	80025fec	read
DAT_8009C504	80026180	read
DAT_8009C504	80026384	read
DAT_8009C504	80026adc	read
DAT_8009C504	80026c94	read
DAT_8009C504	80026cf4	read
DAT_8009C504	80026da0	read
DAT_8009C504	80027590	read
DAT_8009C504	80027928	read
DAT_8009C504	80027a44	read
DAT_8009C504	800282a8	read
DAT_8009C504	8002c9bc	read
DAT_8009C504	8002cb88	read
DAT_8009C504	80071b14	read
DAT_8009C508	80021538	read
DAT_8009C508	80021654	read
DAT_8009C508	800219ac	read_write
DAT_8009C50C	80020eb0	read_write
DAT_8009C50F	8001d514	read_write
DAT_8009C50F	8001d5d0	write
DAT_8009C510	8001d514	read
DAT_8009C510	8001d5d0	write
DAT_8009C511	80012a44	write
DAT_8009C511	80017544	read
DAT_8009C511	8002de14	read
DAT_8009C518	80022e50	write
DAT_8009C518	8002367c	read_write
DAT_8009C51C	8001798c	write
DAT_8009C520	8001b100	write
DAT_8009C520	8001f2c4	read_write
DAT_8009C520	80025178	write
DAT_8009C520	80026384	read_write
DAT_8009C528	8001d478	read_write
DAT_8009C528	8001d5d0	read_write
DAT_8009C52E	8001d5d0	read_write
DAT_8009C530	80022e50	write
DAT_8009C530	8002367c	read
DAT_8009C534	80022e50	write
DAT_8009C534	8002367c	read
DAT_8009C538	800223b0	read_write
DAT_8009C53C	80022e50	write
DAT_8009C53C	8002367c	read_write
DAT_8009C540	80022e50	write
DAT_8009C540	8002367c	read_write
DAT_8009C548	800208e8	read_write
DAT_8009C54C	800208e8	read_write
DAT_8009C550	8001798c	write
DAT_8009C550	80024ee0	read_write
DAT_8009C550	80024f14	read_write
DAT_8009C550	80025178	read_write
DAT_8009C550	8002543c	read_write
DAT_8009C550	800256ac	read_write
DAT_8009C550	80025a1c	write
DAT_8009C550	80025c9c	read_write
DAT_8009C550	80025de0	read_write
DAT_8009C550	80025f90	write
DAT_8009C550	80025fec	read_write
DAT_8009C550	80026180	write
DAT_8009C550	800262dc	write
DAT_8009C550	80026384	write
DAT_8009C550	80026adc	write
DAT_8009C550	80026bbc	read
DAT_8009C550	80026c2c	write
DAT_8009C554	8001d5d0	write
DAT_8009C556	8001d5d0	write
DAT_8009C558	8001f030	write
DAT_8009C558	800250d8	write
DAT_8009C558	80025178	write
DAT_8009C55C	8001798c	read_write
DAT_8009C55C	80020eb0	read
DAT_8009C560	8001d5d0	write
DAT_8009C560	800208e8	read_write
DAT_8009C561	8001798c	write
DAT_8009C561	80020eb0	write
DAT_8009C561	80024444	read
DAT_8009C562	80022e50	write
DAT_8009C562	8002367c	read
DAT_8009C564	8001798c	write
DAT_8009C564	80019598	read_write
DAT_8009C564	8001b100	read_write
DAT_8009C564	8001d5d0	read_write
DAT_8009C564	80020eb0	read_write
DAT_8009C564	800219ac	read_write
DAT_8009C564	800223b0	read_write
DAT_8009C564	800242bc	read
DAT_8009C566	80022e50	write
DAT_8009C566	8002367c	read
DAT_8009C568	8001d5d0	write
DAT_8009C56C	80022e50	write
DAT_8009C56C	8002367c	read
DAT_8009C570	80022e50	write
DAT_8009C570	8002367c	read
DAT_8009C574	80019598	read_write
DAT_8009C578	80017544	read
DAT_8009C578	8002de14	read_write
DAT_8009C57A	80017544	read
DAT_8009C57A	8002de14	read_write
DAT_8009C57C	8001b100	read_write
DAT_8009C57E	8001798c	write
DAT_8009C57E	8001b8ac	write
DAT_8009C57E	8001d514	write
DAT_8009C57E	8001d5d0	read_write
DAT_8009C57E	8001f2c4	write
DAT_8009C57E	80020eb0	write
DAT_8009C57E	8002367c	read_write
DAT_8009C57E	80023dc4	write
DAT_8009C57E	8002416c	write
DAT_8009C57E	800242bc	read
DAT_8009C580	8001798c	write
DAT_8009C580	8001bcbc	write
DAT_8009C580	800242bc	read_write
DAT_8009C582	8001798c	read_write
DAT_8009C582	8001d5d0	read_write
DAT_8009C582	800219ac	read_write
DAT_8009C582	800242bc	read_write
DAT_8009C582	80027a44	read
DAT_8009C582	8002d0bc	read
DAT_8009C584	8001d5d0	read_write
DAT_8009C584	80020eb0	read
DAT_8009C584	80021654	read
DAT_8009C584	800219ac	read
DAT_8009C585	8001798c	write
DAT_8009C585	80019598	read_write
DAT_8009C585	8001b100	read_write
DAT_8009C585	8001d5d0	read_write
DAT_8009C585	80020eb0	read_write
DAT_8009C585	800242bc	write
DAT_8009C588	800223b0	read_write
DAT_8009C58C	800223b0	read_write
DAT_8009C590	8001d514	read_write
DAT_8009C590	8001d5d0	write
DAT_8009C594	8001d5d0	write
DAT_8009C596	8001d5d0	write
DAT_8009C598	80024f14	read_write
DAT_8009C598	800256ac	read_write
DAT_8009C598	80025a1c	read_write
DAT_8009C598	80025c9c	read_write
DAT_8009C598	80025fec	read_write
DAT_8009C598	80026384	read_write
DAT_8009C59C	8001b100	read
DAT_8009C59C	8001d5d0	write
DAT_8009C59C	80026384	read_write
DAT_8009C59E	800262dc	read_write
DAT_8009C59E	80026384	read_write
DAT_8009C5A4	80026bbc	read
DAT_8009C5A4	80026c2c	write
DAT_8009C5A8	8002543c	read_write
DAT_8009C5AA	8002543c	read_write
DAT_8009C5B0	80016f50	read
DAT_8009C5B0	8001b8ac	read_write
DAT_8009C5B0	8001d5d0	read_write
DAT_8009C5B0	8002367c	read
DAT_8009C5B4	8001f030	write
DAT_8009C5B4	8001f2c4	read
DAT_8009C5B4	800250d8	write
DAT_8009C5B8	8001d5d0	read_write
DAT_8009C5B8	800208e8	read
DAT_8009C5BC	80026384	read_write
DAT_8009C5C0	8001798c	write
DAT_8009C5C0	8002416c	read_write
DAT_8009C5C2	8001f2c4	read_write
DAT_8009C5C2	80020eb0	read_write
DAT_8009C5C2	80025de0	read_write
DAT_8009C5C2	80026180	read_write
DAT_8009C5C4	80024f14	read
DAT_8009C5C4	80025178	read
DAT_8009C5C4	8002543c	read
DAT_8009C5C4	80025de0	read
DAT_8009C5C4	800262dc	read
DAT_8009C5C4	80026384	read
DAT_8009C5C4	80026c2c	read_write
DAT_8009C5C8	80022e50	write
DAT_8009C5C8	8002367c	read_write
DAT_8009C5D0	800289a4	read_write
DAT_8009C5D4	8002847c	read_write
DAT_8009C5D8	8001d5d0	write
DAT_8009C5D8	8002416c	write
DAT_8009C5D8	8002847c	read
DAT_8009C5D8	80033a3c	write
